Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Bed Type;Security Deposit;Cleaning Fee;Guests Included;Extra People;Cancellation Policy;Price;Amenities Count;Security Deposit Mandatory
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;25.0;2;18;1;60.0;13;1
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;6;1;18.0;6;0
Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;25.0;2;10;2;70.0;14;1
Almenara;Tetuán;House;Entire home/apt;4;2.0;2.0;Real Bed;0.0;20.0;1;0;1;60.0;29;0
Cortes;Centro;Condominium;Entire home/apt;4;1.0;1.0;Real Bed;200.0;30.0;2;15;1;145.0;14;1
Palacio;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;25.0;11;0
Valdeacederas;Tetuán;Apartment;Entire home/apt;6;1.5;3.0;Real Bed;0.0;0.0;1;0;0;220.0;12;0
Buenavista;Carabanchel;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;20.0;3;10;2;50.0;15;1
Vallehermoso;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;2;10;1;75.0;9;0
Palacio;Centro;Guesthouse;Private room;3;0.0;1.0;Real Bed;0.0;0.0;1;0;0;63.0;12;0
Concepción;Ciudad Lineal;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;250.0;20.0;1;15;1;60.0;11;1
Cortes;Centro;House;Entire home/apt;4;2.0;2.0;Real Bed;100.0;40.0;4;50;1;150.0;17;1
Pacífico;Retiro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;20.0;1;10;2;40.0;13;0
Quintana;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;100.0;0.0;3;15;0;60.0;13;1
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;200.0;25.0;2;12;1;70.0;18;1
Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;2;23.0;8;0
Nueva España;Chamartín;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;200.0;40.0;4;15;0;107.0;20;1
Comillas;Carabanchel;Loft;Entire home/apt;4;1.0;1.0;Real Bed;0.0;15.0;2;10;2;36.0;12;0
Pradolongo;Usera;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;10.0;1;15;0;35.0;8;1
Castellana;Salamanca;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;300.0;24.0;1;0;1;59.0;9;1
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;0.0;4;20;1;100.0;18;0
Palacio;Centro;House;Entire home/apt;2;1.0;1.0;Real Bed;200.0;0.0;2;30;2;70.0;11;1
Castillejos;Tetuán;Apartment;Private room;1;0.0;1.0;Real Bed;0.0;0.0;1;0;0;35.0;18;0
Recoletos;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Couch;250.0;0.0;1;0;1;71.0;19;1
Casco Histórico de Barajas;Barajas;Dorm;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;12;2;22.0;9;0
San Isidro;Carabanchel;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;20.0;1;0;0;28.0;12;0
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;10.0;1;0;2;32.0;11;0
Trafalgar;Chamberí;Loft;Entire home/apt;13;4.0;5.0;Real Bed;500.0;90.0;9;45;1;400.0;22;1
Aravaca;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;Real Bed;100.0;10.0;1;10;0;25.0;18;1
Recoletos;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;200.0;25.0;1;0;1;75.0;13;1
Legazpi;Arganzuela;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;20.0;14;0
Cortes;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;20.0;2;13;1;52.0;16;0
Universidad;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;150.0;0.0;1;0;1;60.0;15;1
Universidad;Centro;Apartment;Entire home/apt;9;1.5;3.0;Real Bed;0.0;45.0;6;0;2;127.0;18;0
Sol;Centro;House;Private room;2;1.0;1.0;Real Bed;0.0;20.0;1;15;2;29.0;13;0
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;20.0;2;10;2;65.0;19;1
San Fermín;Usera;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;5.0;1;0;0;20.0;18;0
Recoletos;Salamanca;Apartment;Entire home/apt;6;2.5;3.0;Real Bed;300.0;90.0;1;0;2;260.0;18;1
Universidad;Centro;House;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;140.0;12;0
Nueva España;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;350.0;40.0;2;45;1;110.0;20;1
Casa de Campo;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.5;2.0;Real Bed;0.0;35.0;1;0;0;79.0;16;0
Prosperidad;Chamartín;Apartment;Private room;1;1.5;1.0;Real Bed;100.0;0.0;1;0;0;20.0;13;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;18.0;1;0;1;36.0;10;0
Sol;Centro;Apartment;Private room;3;2.0;1.0;Futon;0.0;10.0;2;10;2;20.0;8;0
Cortes;Centro;Apartment;Entire home/apt;8;1.5;3.0;Real Bed;200.0;80.0;4;20;2;180.0;16;1
Almagro;Chamberí;Apartment;Entire home/apt;4;1.5;2.0;Real Bed;200.0;50.0;2;15;2;95.0;24;1
Castilla;Chamartín;Apartment;Entire home/apt;6;2.0;3.0;Real Bed;200.0;45.0;3;5;1;99.0;22;1
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;5.0;1;0;2;38.0;9;0
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;15.0;1;0;2;20.0;11;0
Orcasitas;Usera;Apartment;Private room;2;1.0;1.0;Pull-out Sofa;0.0;0.0;1;0;2;17.0;17;0
Guindalera;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;125.0;25.0;2;10;2;60.0;17;1
Costillares;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;15.0;1;0;0;35.0;13;0
Numancia;Puente de Vallecas;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;95.0;20.0;1;0;2;55.0;22;1
Fuente del Berro;Salamanca;House;Private room;2;1.0;1.0;Real Bed;100.0;23.0;1;23;2;25.0;10;1
Prosperidad;Chamartín;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;1;0;0;42.0;11;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;55.0;4;30;1;100.0;18;1
Rios Rosas;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;1;0;0;90.0;12;0
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;25.0;2;10;0;75.0;9;1
Atocha;Arganzuela;Other;Entire home/apt;10;2.0;4.0;Real Bed;150.0;35.0;6;8;2;135.0;20;1
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;300.0;50.0;2;20;2;85.0;20;1
Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;50.0;2;20;1;100.0;11;0
Delicias;Arganzuela;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;0.0;30.0;1;0;0;120.0;11;0
San Andrés;Villaverde;Loft;Entire home/apt;4;2.0;1.0;Real Bed;93.0;0.0;2;12;1;44.0;19;1
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;40.0;3;15;1;61.0;18;1
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;6.0;1;0;2;15.0;9;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;250.0;0.0;1;12;2;28.0;13;1
Embajadores;Centro;Apartment;Entire home/apt;8;2.0;3.0;Real Bed;200.0;70.0;4;10;2;200.0;16;1
Trafalgar;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;24.0;2;10;0;55.0;15;1
Sol;Centro;Townhouse;Private room;2;1.0;1.0;Real Bed;100.0;50.0;1;0;1;60.0;28;1
Guindalera;Salamanca;Apartment;Private room;1;1.5;1.0;Real Bed;90.0;20.0;1;0;0;20.0;7;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;30.0;1;6;2;47.0;10;1
Delicias;Arganzuela;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;2;10;0;36.0;11;0
Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;0.0;0.0;1;0;2;50.0;9;0
Castillejos;Tetuán;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;1;0;1;65.0;16;0
San Diego;Puente de Vallecas;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;20.0;2;16;1;33.0;10;0
Arapiles;Chamberí;Apartment;Entire home/apt;6;2.0;3.0;Real Bed;200.0;60.0;2;20;2;145.0;16;1
Simancas;San Blas - Canillejas;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;5;0;26.0;19;0
Embajadores;Centro;Apartment;Entire home/apt;7;2.0;2.0;Real Bed;150.0;35.0;4;15;2;105.0;14;1
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;24.0;1;0;1;100.0;15;1
Ciudad Universitaria;Moncloa - Aravaca;House;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;19;0;20.0;7;0
Ibiza;Retiro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;20.0;2;10;0;60.0;5;0
Almendrales;Usera;Bed & Breakfast;Private room;1;0.0;1.0;Real Bed;0.0;0.0;1;0;0;20.0;7;0
Pacífico;Retiro;Apartment;Private room;2;1.0;1.0;Real Bed;200.0;15.0;1;5;1;28.0;15;1
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;2.0;Real Bed;100.0;25.0;2;10;2;69.0;19;1
La Paz;Fuencarral - El Pardo;House;Private room;1;1.0;2.0;Real Bed;0.0;0.0;1;0;0;20.0;10;0
Opañel;Carabanchel;Apartment;Private room;4;1.0;1.0;Real Bed;0.0;5.0;1;10;2;24.0;16;0
Numancia;Puente de Vallecas;Apartment;Private room;2;1.0;1.0;Real Bed;250.0;10.0;1;23;2;25.0;19;1
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;40.0;2;20;2;125.0;18;1
Embajadores;Centro;House;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;10;0;35.0;18;0
Trafalgar;Chamberí;Apartment;Entire home/apt;8;1.0;3.0;Real Bed;0.0;14.0;6;20;1;90.0;10;0
Puerta del Angel;Latina;Apartment;Private room;1;1.0;1.0;Real Bed;125.0;0.0;1;10;1;25.0;16;1
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;100.0;30.0;1;15;2;59.0;17;1
Jerónimos;Retiro;Apartment;Entire home/apt;9;2.0;4.0;Real Bed;200.0;70.0;2;10;2;140.0;16;1
Chopera;Arganzuela;Bed & Breakfast;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;22.0;13;0
Embajadores;Centro;Apartment;Entire home/apt;8;1.0;3.0;Real Bed;100.0;15.0;2;15;2;74.0;24;1
Embajadores;Centro;Apartment;Private room;1;2.0;1.0;Real Bed;200.0;30.0;1;0;2;30.0;7;1
Ciudad Jardín;Chamartín;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;27.0;2;15;2;65.0;14;1
Cortes;Centro;Apartment;Entire home/apt;16;3.0;8.0;Real Bed;250.0;60.0;7;5;2;475.0;9;1
Argüelles;Moncloa - Aravaca;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;8.0;1;5;0;40.0;10;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;49.0;2;15;2;90.0;19;1
Goya;Salamanca;Apartment;Entire home/apt;5;2.0;2.0;Real Bed;0.0;40.0;4;20;0;110.0;12;0
Justicia;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;5;0;23.0;7;0
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;20.0;1;0;0;65.0;7;0
Palacio;Centro;House;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;35.0;15;0
Opañel;Carabanchel;House;Entire home/apt;6;1.0;2.0;Real Bed;0.0;20.0;4;10;0;48.0;11;0
Vista Alegre;Carabanchel;House;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;20.0;17;0
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;1;43.0;16;0
Palacio;Centro;Apartment;Entire home/apt;5;2.0;2.0;Real Bed;0.0;25.0;2;12;2;89.0;14;0
Gaztambide;Chamberí;Apartment;Entire home/apt;3;1.0;3.0;Real Bed;150.0;0.0;1;5;1;28.0;13;1
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;150.0;20.0;1;0;1;48.0;18;1
Justicia;Centro;Dorm;Shared room;6;2.0;1.0;Real Bed;0.0;0.0;1;18;2;18.0;5;0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;120.0;25.0;1;15;0;50.0;11;1
Legazpi;Arganzuela;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;100.0;50.0;4;10;1;200.0;20;1
Cuatro Caminos;Tetuán;House;Entire home/apt;4;2.0;2.0;Real Bed;0.0;20.0;1;0;0;85.0;20;0
Castellana;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;1;60.0;14;0
Palacio;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;20.0;1;0;1;110.0;15;0
Almagro;Chamberí;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;0.0;2;15;2;110.0;15;0
Palacio;Centro;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;300.0;30.0;2;10;1;65.0;15;1
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;25.0;1;0;2;69.0;17;0
Goya;Salamanca;Apartment;Entire home/apt;3;1.0;2.0;Real Bed;0.0;0.0;1;0;0;80.0;16;0
Cortes;Centro;Apartment;Private room;1;3.0;1.0;Real Bed;200.0;30.0;1;0;2;29.0;10;1
Palacio;Centro;Apartment;Entire home/apt;6;1.5;2.0;Real Bed;0.0;40.0;4;0;1;125.0;10;0
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;150.0;35.0;4;20;1;120.0;20;1
Goya;Salamanca;Loft;Private room;6;2.0;1.0;Real Bed;200.0;20.0;3;20;0;58.0;19;1
Berruguete;Tetuán;Guest suite;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;15.0;7;0
Palacio;Centro;Apartment;Private room;1;1.0;1.0;Pull-out Sofa;175.0;20.0;1;0;1;25.0;15;1
Lista;Salamanca;House;Entire home/apt;4;2.0;2.0;Real Bed;0.0;0.0;1;0;1;98.0;19;0
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;Real Bed;150.0;15.0;1;15;2;37.0;10;1
Justicia;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;0.0;0.0;4;15;2;500.0;15;0
Justicia;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;18.0;10;0
Casa de Campo;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;40.0;8;0
Palacio;Centro;Apartment;Private room;1;2.0;1.0;Real Bed;0.0;15.0;1;0;2;15.0;11;0
Cortes;Centro;Apartment;Private room;1;3.0;1.0;Real Bed;200.0;30.0;1;0;2;35.0;9;1
Palacio;Centro;Apartment;Entire home/apt;5;1.0;1.0;Real Bed;0.0;30.0;3;10;2;62.0;15;0
Berruguete;Tetuán;House;Entire home/apt;4;1.0;2.0;Real Bed;0.0;20.0;2;15;1;50.0;14;0
Costillares;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;25.0;1;0;0;32.0;14;0
Justicia;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;15.0;1;15;2;35.0;9;0
Universidad;Centro;Bed & Breakfast;Private room;2;1.0;1.0;Real Bed;0.0;10.0;1;0;2;40.0;21;0
Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;30.0;1;0;2;38.0;13;0
Vallehermoso;Chamberí;Apartment;Entire home/apt;6;2.0;3.0;Real Bed;425.0;85.0;5;8;2;90.0;22;1
Universidad;Centro;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;28.0;6;0
Argüelles;Moncloa - Aravaca;House;Private room;2;0.0;1.0;Real Bed;0.0;0.0;1;0;0;39.0;15;0
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;150.0;0.0;1;0;1;105.0;12;1
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;3.0;Real Bed;0.0;0.0;1;0;0;140.0;2;0
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;0.0;Real Bed;150.0;0.0;1;0;1;50.0;11;1
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Pull-out Sofa;0.0;20.0;2;10;1;60.0;10;0
Recoletos;Salamanca;Apartment;Private room;1;3.0;1.0;Real Bed;0.0;20.0;1;0;2;30.0;23;0
Embajadores;Centro;House;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;33.0;8;0
Fuente del Berro;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;80.0;9;0
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;25.0;2;15;1;65.0;16;0
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;18;1;57.0;8;0
Ventas;Ciudad Lineal;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;100.0;30.0;1;15;1;49.0;16;1
Comillas;Carabanchel;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;1;25.0;11;0
Puerta del Angel;Latina;Apartment;Private room;8;2.0;1.0;Real Bed;0.0;12.0;1;15;1;20.0;11;0
Sol;Centro;Apartment;Entire home/apt;6;1.0;1.0;Real Bed;100.0;40.0;2;15;2;60.0;11;1
Pacífico;Retiro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;40.0;1;0;0;60.0;8;0
Sol;Centro;Apartment;Entire home/apt;5;1.0;1.0;Real Bed;0.0;0.0;1;0;1;145.0;17;0
Embajadores;Centro;Condominium;Entire home/apt;2;1.0;1.0;Real Bed;200.0;30.0;1;0;1;42.0;18;1
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;150.0;30.0;2;15;2;75.0;9;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;75.0;8;0
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;120.0;30.0;1;0;2;75.0;14;1
Justicia;Centro;Apartment;Entire home/apt;2;1.0;0.0;Real Bed;150.0;20.0;2;10;0;65.0;7;1
Arapiles;Chamberí;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;0.0;40.0;4;0;1;120.0;19;0
Justicia;Centro;Apartment;Entire home/apt;2;1.0;0.0;Pull-out Sofa;0.0;0.0;1;0;1;60.0;5;0
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;200.0;0.0;1;0;1;66.0;16;1
Universidad;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;0.0;30.0;5;0;2;75.0;17;0
Costillares;Ciudad Lineal;Apartment;Private room;2;1.0;1.0;Real Bed;87.0;8.0;1;20;0;29.0;18;1
Almendrales;Usera;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;9;1;14.0;13;0
Palacio;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;15.0;1;5;2;30.0;12;0
Goya;Salamanca;Apartment;Entire home/apt;5;2.0;3.0;Real Bed;150.0;30.0;5;0;1;120.0;11;1
Universidad;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;90.0;0.0;1;0;0;24.0;15;1
Delicias;Arganzuela;Apartment;Private room;4;1.0;1.0;Real Bed;0.0;0.0;2;15;1;30.0;7;0
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;35.0;2;25;2;89.0;21;1
Abrantes;Carabanchel;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;1;22.0;11;0
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;25.0;1;0;0;55.0;12;0
Justicia;Centro;Apartment;Entire home/apt;4;2.5;2.0;Real Bed;300.0;70.0;1;0;2;209.0;17;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;30.0;1;0;2;50.0;6;0
La Paz;Fuencarral - El Pardo;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;200.0;20.0;1;0;0;51.0;18;1
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;0.0;40.0;2;15;1;75.0;8;0
Palacio;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;30.0;2;18;1;60.0;22;1
Palos de Moguer;Arganzuela;Condominium;Entire home/apt;4;1.0;1.0;Real Bed;100.0;15.0;2;10;2;60.0;15;1
Justicia;Centro;House;Private room;2;1.0;1.0;Real Bed;80.0;0.0;1;0;1;36.0;12;1
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;120.0;25.0;2;15;2;85.0;15;1
Cortes;Centro;Apartment;Entire home/apt;8;2.0;3.0;Real Bed;200.0;35.0;4;12;2;179.0;10;1
Sol;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;100.0;25.0;1;10;1;56.0;17;1
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;200.0;30.0;2;15;1;70.0;15;1
Palacio;Centro;Loft;Entire home/apt;4;1.0;1.0;Pull-out Sofa;89.0;20.0;2;15;2;88.0;16;1
Universidad;Centro;Apartment;Private room;4;1.0;1.0;Futon;150.0;10.0;1;25;1;36.0;12;1
Acacias;Arganzuela;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;17.0;10;0
Universidad;Centro;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;100.0;15.0;1;0;1;110.0;11;1
Estrella;Retiro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;1;31.0;2;0
La Paz;Fuencarral - El Pardo;House;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;45.0;13;0
Trafalgar;Chamberí;Apartment;Entire home/apt;10;3.0;4.0;Real Bed;400.0;150.0;1;0;2;500.0;16;1
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;2;57.0;9;0
Argüelles;Moncloa - Aravaca;Apartment;Private room;11;3.0;6.0;Real Bed;88.0;20.0;1;22;2;23.0;25;1
Concepción;Ciudad Lineal;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;150.0;30.0;4;10;2;50.0;17;1
Palacio;Centro;Apartment;Private room;2;2.0;1.0;Real Bed;90.0;0.0;1;8;1;30.0;13;1
Pueblo Nuevo;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;0;0;18.0;5;0
Delicias;Arganzuela;Apartment;Private room;2;2.0;1.0;Real Bed;0.0;0.0;1;0;0;33.0;20;0
Alameda de Osuna;Barajas;Apartment;Private room;1;1.0;1.0;Real Bed;0.0;0.0;1;20;0;25.0;11;0
Palacio;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;150.0;25.0;3;25;2;73.0;20;1
Cortes;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;40.0;5;0
Los Angeles;Villaverde;House;Private room;1;1.5;1.0;Real Bed;0.0;0.0;1;0;0;10.0;12;0
Pinar del Rey;Hortaleza;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;10;2;20.0;20;0
San Isidro;Carabanchel;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;200.0;15.0;4;18;1;68.0;27;1
Castellana;Salamanca;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;5.0;1;5;0;32.0;9;0
Justicia;Centro;Apartment;Entire home/apt;2;1.0;1.0;Real Bed;300.0;50.0;1;0;2;76.0;11;1
Ciudad Jardín;Chamartín;Apartment;Entire home/apt;6;1.5;2.0;Real Bed;100.0;50.0;1;0;0;100.0;11;1
Embajadores;Centro;Apartment;Entire home/apt;6;1.0;2.0;Real Bed;400.0;30.0;4;10;1;83.0;18;1
Trafalgar;Chamberí;Condominium;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;0;0;55.0;13;0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;Real Bed;128.0;24.0;2;10;0;70.0;17;1
Pacífico;Retiro;Apartment;Private room;2;1.0;1.0;Real Bed;150.0;20.0;1;10;1;35.0;16;1
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;Real Bed;0.0;30.0;3;20;1;75.0;16;0
Universidad;Centro;Bed & Breakfast;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;15;2;30.0;11;0
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;2.0;Real Bed;0.0;0.0;1;0;0;70.0;17;0
Argüelles;Moncloa - Aravaca;House;Private room;1;0.0;1.0;Real Bed;0.0;0.0;1;0;0;29.0;17;0
Embajadores;Centro;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;13.0;1;0;0;29.0;18;0
Valverde;Fuencarral - El Pardo;Apartment;Private room;1;2.0;1.0;Real Bed;0.0;0.0;1;0;1;24.0;0;0
Ventas;Ciudad Lineal;Apartment;Entire home/apt;3;2.0;1.0;Real Bed;0.0;0.0;1;0;1;40.0;12;0
Palos de Moguer;Arganzuela;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;10;2;25.0;9;0
Almagro;Chamberí;Apartment;Entire home/apt;4;2.0;2.0;Real Bed;0.0;0.0;2;15;2;143.0;15;0
Universidad;Centro;House;Private room;2;1.0;1.0;Real Bed;0.0;8.0;1;8;2;18.0;5;0
Cortes;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;200.0;50.0;2;10;2;100.0;13;1
Sol;Centro;Apartment;Entire home/apt;6;2.0;2.0;Real Bed;300.0;40.0;4;20;2;140.0;18;1
Recoletos;Salamanca;Apartment;Private room;2;3.0;1.0;Real Bed;0.0;20.0;1;10;2;30.0;24;0
Hispanoamérica;Chamartín;Apartment;Entire home/apt;3;2.0;2.0;Real Bed;0.0;0.0;1;0;0;89.0;10;0
Delicias;Arganzuela;Apartment;Private room;2;1.0;1.0;Real Bed;0.0;0.0;1;5;1;25.0;18;0
Palacio;Centro;Loft;Entire home/apt;3;1.0;1.0;Real Bed;100.0;40.0;2;10;1;65.0;18;1
